Data_Transakcji,ID_Produktu_Sprzedaz,Region,Ilosc_Sprzedana,Cena_Jednostkowa_Transakcji,Wartosc_Sprzedazy
2025-04-10,1010,Południe,5,2707.12,13535.6
2025-05-16,1100,Wschód,2,4413.31,8826.62
2025-06-03,1013,Południe,3,2770.62,8311.86
2025-05-08,1042,Północ,5,3116.41,15582.05
2025-05-23,1059,Północ,5,136.22,681.1
2025-06-13,1036,Wschód,2,1726.97,3453.94
2025-06-10,1020,Południe,5,118.69,590.39
2025-05-10,1033,Północ,3,133.46,400.38
2025-06-13,1025,Północ,4,2229.91,8919.64
2025-06-17,1094,Zachód,5,216.68,1083.4
2025-05-25,1080,Południe,1,3818.34,3818.34
2025-06-19,1004,Północ,4,316.12,1264.48
2025-06-22,1079,Południe,5,359.65,1798.25
2025-05-11,1055,Północ,5,1166.9,5834.5
2025-06-29,1018,Wschód,4,2800.82,11203.28
2025-06-20,1063,Północ,3,223.3,669.9
2025-05-14,1065,Zachód,5,271.99,1359.95
2025-04-01,1025,Wschód,2,2181.34,4362.68
2025-04-15,1050,Zachód,5,107.93,539.65
2025-06-09,1084,Wschód,3,4382.19,13146.57
2025-06-19,1057,Wschód,2,4115.5,8231.0
2025-05-26,1093,Wschód,3,400.07,1200.21
2025-04-18,1048,Wschód,1,4634.77,4634.77
2025-06-28,1009,Południe,3,301.45,904.35
2025-05-07,1022,Zachód,4,2153.04,8612.16
2025-04-02,1044,Zachód,3,2120.02,6360.06
2025-05-12,1026,Zachód,5,164.4,822.0
2025-05-08,1073,Południe,2,1279.3,2558.6
2025-06-14,1087,Wschód,4,632.54,2530.16
2025-06-25,1073,Zachód,5,1201.49,6007.45
2025-04-18,1064,Południe,3,1570.18,4710.54
2025-04-03,1090,Północ,4,4098.4,16393.6
2025-04-29,1029,Wschód,1,4580.25,4580.25
2025-05-02,1004,Północ,4,295.5,1182.0
2025-05-06,1040,Południe,5,2409.37,12046.85
2025-06-05,1099,Wschód,3,1096.58,3289.74
2025-05-14,1084,Wschód,5,4794.27,23971.35
2025-04-05,1078,Zachód,3,2969.28,8907.84
2025-06-17,1068,Zachód,2,119.19,238.38
2025-04-18,1012,Północ,3,102.42,311.62
2025-04-03,1065,Południe,1,284.19,284.19
2025-06-26,1085,Południe,3,450.56,1351.68
2025-05-12,1018,Północ,4,2713.9,10855.6
2025-04-07,1076,Północ,3,590.54,1771.62
2025-06-03,1064,Północ,4,1435.26,5741.04
2025-04-26,1034,Północ,1,5014.63,5014.63
2025-06-05,1096,Północ,3,1296.52,3889.56
2025-06-17,1073,Wschód,2,1309.66,2619.32
2025-06-05,1099,Zachód,5,1071.87,5359.35
2025-05-15,1048,Północ,2,4301.87,8603.74
2025-06-20,1085,Wschód,5,445.57,2227.85
2025-05-01,1005,Północ,3,959.28,2877.84
2025-06-07,1014,Zachód,2,1380.76,2761.52
2025-06-21,1009,Wschód,1,315.61,311.73
2025-06-07,1017,Północ,5,124.74,623.7
2025-06-09,1081,Zachód,2,3610.27,7220.54
2025-05-06,1009,Południe,1,316.65,316.65
2025-04-13,1088,Wschód,1,103.49,103.49
2025-05-30,1068,Południe,1,126.03,126.03
2025-06-20,1011,Zachód,5,60.87,304.35
2025-05-19,1028,Północ,1,2396.61,2396.61
2025-06-01,1031,Północ,4,244.34,977.36
2025-05-07,1024,Północ,5,1079.35,5396.75
2025-05-03,1061,Północ,5,455.86,2279.3
2025-05-25,2382,Północ,2,126.78,253.56
2025-05-07,1019,Wschód,4,148.74,594.96
2025-04-18,1090,Wschód,2,3846.36,7692.72
2025-06-24,1100,Wschód,2,4754.81,9509.62
2025-05-25,1059,Wschód,4,134.97,539.88
2025-06-07,1096,Południe,4,1237.61,4950.44
2025-06-24,1002,Północ,5,158.03,790.15
2025-06-27,1061,Północ,3,477.23,1431.69
2025-04-11,1089,Zachód,4,299.97,1199.88
2025-05-31,2528,Zachód,4,141.08,564.32
2025-06-08,1060,Wschód,3,185.12,555.36
2025-04-16,1069,Północ,1,3342.14,3342.14
2025-06-23,1080,Północ,2,3836.41,7672.82
2025-06-18,1050,Zachód,5,104.31,521.55
2025-06-19,1070,Wschód,2,20.15,40.3
2025-06-14,1002,Południe,5,153.24,766.2
2025-04-18,1073,Południe,2,1306.04,2612.6
2025-05-06,1011,Wschód,1,56.71,56.71
2025-04-01,1091,Północ,3,3318.58,9955.74
2025-04-10,1096,Zachód,5,1282.23,6411.15
2025-05-15,1047,Północ,3,1254.89,3764.67
2025-04-10,1091,Południe,2,3248.2,6496.4
2025-06-30,1001,Południe,2,323.95,647.9
2025-05-30,1058,Południe,3,300.89,902.67
2025-06-04,1088,Zachód,4,107.64,430.56
2025-06-03,2183,Wschód,2,297.51,594.03
2025-05-14,1100,Południe,2,4571.72,9143.44
2025-04-14,1059,Północ,4,136.7,546.8
2025-05-07,1056,Zachód,3,648.38,1945.14
2025-04-21,1022,Wschód,3,2027.98,6083.94
2025-06-05,1060,Północ,3,188.34,565.02
2025-06-30,1010,Północ,4,2739.92,10959.68
2025-05-03,1054,Wschód,5,2071.78,10358.9
2025-04-23,1100,Północ,1,4677.77,4677.77
2025-04-15,1084,Wschód,1,4383.69,4383.69
2025-05-27,1039,Wschód,1,424.21,424.21
2025-04-07,1042,Południe,5,3140.73,15703.65
2025-06-23,1053,Wschód,2,233.2,466.4
2025-04-04,1044,Północ,1,2157.18,2157.18
2025-05-11,1020,Zachód,4,124.21,496.84
2025-06-28,1030,Zachód,2,155.11,310.22
2025-05-01,1089,Wschód,1,293.45,293.45
2025-06-11,1080,Zachód,3,3840.06,11520.18
2025-04-07,1040,Północ,4,2290.64,9162.56
2025-05-13,1039,Wschód,3,401.37,1204.11
2025-04-29,1064,Południe,5,1487.11,7435.55
2025-04-04,9999,Południe,3,1558.97,4676.91
2025-06-05,1095,Zachód,5,162.52,812.6
2025-05-01,1029,Wschód,2,4369.09,8738.18
2025-05-17,1038,Wschód,3,5103.91,15311.73
2025-06-19,1006,Wschód,4,53.31,213.24
2025-04-07,1099,Zachód,2,1138.3,2276.6
2025-06-21,1070,Południe,1,20.04,20.04
2025-04-28,1055,Zachód,3,1228.22,3684.66
2025-05-22,1006,Północ,4,54.39,217.56
2025-04-17,1073,Wschód,5,1297.35,6486.75
2025-06-04,1021,Północ,3,592.22,1776.66
2025-04-21,1084,Północ,1,4680.43,4680.43
2025-04-09,1041,Wschód,1,3829.32,3833.82
2025-04-13,1083,Zachód,3,5142.83,15428.49
2025-04-11,1066,Zachód,4,91.14,364.56
2025-06-23,1032,Południe,3,139.14,417.42
2025-05-15,1069,Południe,5,3267.21,16336.05
2025-05-10,1039,Północ,4,424.84,1699.36
2025-04-05,1064,Północ,5,1494.81,7474.05
2025-04-07,1027,Zachód,2,393.61,787.22
2025-06-25,1061,Północ,4,440.02,1760.08
2025-05-05,1077,Południe,4,2587.84,10351.36
2025-05-27,1072,Zachód,5,2996.07,14980.35
2025-05-23,1057,Wschód,5,4232.2,21161.0
2025-05-10,1088,Północ,2,109.72,219.44
2025-04-03,1012,Wschód,2,101.94,203.88
2025-06-07,1081,Wschód,1,3563.71,3563.71
2025-05-31,1046,Wschód,2,5002.37,10004.74
2025-04-07,1006,Północ,3,53.89,161.67
2025-05-30,1058,Północ,1,300.89,300.89
2025-05-22,1008,Południe,3,115.16,345.48
2025-06-17,1023,Północ,1,2941.88,2941.88
2025-04-18,1003,Południe,4,298.36,1193.44
2025-04-17,1098,Południe,5,73.48,367.4
2025-04-24,1029,Północ,3,4764.88,14299.17
2025-04-18,1081,Północ,2,3499.91,6999.82
2025-06-13,1016,Południe,2,940.05,1880.1
2025-06-18,1003,Północ,1,282.73,282.73
2025-04-07,1042,Wschód,5,3133.46,15667.3
2025-04-27,1076,Północ,2,604.76,1209.52
2025-05-10,1050,Zachód,3,105.25,315.75
2025-05-20,1093,Północ,1,422.95,422.95
2025-05-06,1048,Zachód,3,4596.22,13788.66
2025-05-25,1018,Południe,2,2890.12,5780.24
2025-05-24,1020,Północ,2,118.93,237.86
2025-06-13,1009,Zachód,5,308.45,1542.25
2025-06-29,1051,Wschód,2,201.48,402.96
2025-06-21,1046,Południe,1,5077.7,5077.7
2025-05-25,1037,Południe,5,853.09,4265.45
2025-04-02,1062,Południe,4,692.19,2768.76
2025-06-08,1022,Południe,4,2019.64,8078.56
2025-05-27,1015,Południe,1,84.44,84.44
2025-04-17,1025,Wschód,3,2183.32,6549.96
2025-05-30,1097,Południe,2,1123.48,2246.96
2025-05-13,1042,Północ,2,3385.61,6771.22
2025-05-30,1068,Wschód,1,119.77,119.77
2025-06-17,1072,Północ,5,2902.35,14511.75
2025-06-21,1019,Południe,1,150.12,150.12
2025-05-17,1007,Północ,3,24.08,72.24
2025-05-26,1096,Północ,3,1262.8,3788.4
2025-05-04,1030,Wschód,3,157.21,471.63
2025-04-09,1039,Zachód,5,416.53,2082.65
2025-05-18,1013,Południe,4,2646.32,10585.28
2025-04-10,1064,Wschód,2,1521.82,3043.64
2025-06-18,1058,Zachód,1,300.89,300.89
2025-06-27,1022,Północ,2,2108.77,4217.54
2025-06-21,1047,Południe,4,1248.17,4992.68
2025-06-04,1013,Zachód,1,2587.03,2587.03
2025-05-14,1100,Wschód,3,4805.92,14417.76
2025-05-24,1027,Zachód,2,378.65,757.3
2025-05-27,1015,Południe,5,90.42,452.1
2025-05-09,9999,Zachód,5,1476.45,7382.25
2025-05-31,1022,Zachód,5,2019.63,10098.15
2025-04-17,1075,Zachód,2,98.0,196.0
2025-04-16,1049,Wschód,2,3618.36,7236.72
2025-04-21,1001,Północ,1,345.89,345.89
2025-04-17,1031,Północ,4,240.43,961.72
2025-06-29,1082,Północ,5,351.61,1758.05
2025-04-10,1079,Wschód,5,342.06,1710.3
2025-05-06,2824,Północ,2,818.71,1637.42
2025-05-15,1026,Zachód,3,169.9,509.7
2025-06-15,1038,Wschód,4,4931.49,19729.93
2025-04-20,1083,Zachód,1,4836.31,4836.31
2025-04-13,1030,Północ,5,156.72,783.6
2025-04-11,1093,Południe,3,399.48,1198.44
2025-06-03,1069,Zachód,5,3320.72,16603.6
2025-05-09,1057,Północ,2,4280.5,8561.0
2025-04-07,1022,Wschód,5,2055.36,10276.8
2025-06-18,1039,Południe,2,415.14,830.28
2025-04-03,1037,Południe,4,876.52,3506.08
2025-04-07,1085,Południe,4,438.57,1754.28
2025-05-12,1047,Wschód,2,1318.92,2637.84
2025-06-21,1067,Południe,4,722.33,2889.32
2025-04-20,1040,Zachód,5,2375.3,11876.5
2025-06-22,1100,Północ,1,4552.47,4552.47
2025-04-09,1023,Zachód,1,2996.83,2996.83
2025-04-26,1025,Północ,1,2303.31,2303.31
2025-04-08,1044,Wschód,1,2236.37,2236.37
2025-06-20,1014,Południe,1,1379.51,1379.51
2025-04-05,1082,Zachód,1,357.59,357.59
2025-04-23,1001,Południe,1,335.39,335.39
2025-05-23,1055,Wschód,1,1193.46,1193.46
2025-04-27,1065,Południe,1,288.01,283.84
2025-06-17,2882,Zachód,3,509.79,1529.37
2025-04-10,1077,Zachód,2,2595.38,5190.76
2025-05-11,1014,Północ,3,1347.96,4043.88
2025-06-01,1052,Północ,2,3639.87,7279.74
2025-04-03,1031,Południe,4,244.41,977.64
2025-05-06,1039,Południe,2,403.05,810.82
2025-04-28,1091,Zachód,5,3333.93,16669.65
2025-06-02,1026,Wschód,4,170.63,682.52
2025-04-24,1082,Północ,4,365.92,1463.68
2025-05-28,1021,Południe,3,584.8,1754.4
2025-04-11,1093,Południe,4,414.51,1658.04
2025-05-21,1010,Północ,5,2639.36,13196.8
2025-04-03,1008,Południe,1,120.06,120.06
2025-04-13,1003,Zachód,3,291.8,875.4
2025-04-04,1074,Zachód,2,46.59,93.18
2025-06-09,1033,Północ,1,143.62,143.62
2025-04-03,1054,Południe,3,2160.58,6481.74
2025-05-04,1079,Południe,4,336.81,1347.24
2025-05-14,1099,Zachód,3,1087.32,3261.96
2025-04-01,1017,Południe,2,126.98,253.96
2025-06-01,1004,Północ,4,304.43,1218.7
2025-04-13,1012,Zachód,3,104.55,313.65
2025-05-28,1055,Południe,2,1213.88,2427.76
2025-04-19,1083,Południe,1,4946.96,4946.96
2025-04-12,1006,Północ,5,53.2,266.0
2025-06-12,1018,Zachód,3,2659.71,7979.13
2025-06-15,1059,Wschód,3,138.54,414.55
2025-04-03,1047,Północ,2,1222.3,2444.6
2025-06-24,1069,Południe,2,3154.26,6308.52
2025-04-26,1047,Północ,4,1294.44,5177.76
2025-05-16,1076,Północ,5,586.73,2933.65
2025-05-28,1042,Południe,2,3220.94,6441.88
2025-05-16,1031,Zachód,5,234.58,1172.9
2025-05-07,1005,Wschód,3,1010.0,3030.0
2025-06-23,1018,Zachód,2,2754.08,5508.16
2025-05-24,1044,Południe,4,2156.17,8624.68
2025-04-05,1021,Południe,5,575.16,2875.8
2025-05-14,1040,Zachód,2,2263.03,4526.06
2025-06-24,1043,Wschód,2,331.7,663.4
2025-05-03,1081,Wschód,5,3409.75,17049.21
2025-05-19,1094,Północ,3,214.15,642.45
2025-06-03,1046,Południe,2,5289.39,10578.78
2025-06-05,1015,Północ,4,84.38,337.52
2025-04-17,1078,Południe,3,2745.09,8235.27
2025-04-25,1049,Północ,3,3473.63,10420.89
2025-04-09,1022,Północ,4,2046.84,8187.36
2025-04-14,1058,Wschód,4,300.89,1203.56
2025-04-22,1033,Zachód,2,146.58,293.16
2025-04-06,1005,Wschód,1,948.72,948.72
2025-04-21,1052,Wschód,4,3448.48,13793.92
2025-04-03,1039,Zachód,5,404.53,2022.65
2025-04-29,1061,Wschód,3,458.12,1374.36
2025-05-13,1010,Północ,4,2736.6,10946.4
2025-05-08,1009,Wschód,3,292.22,876.66
2025-04-19,1041,Północ,1,3782.97,3782.97
2025-04-27,1070,Wschód,3,19.43,63.13
2025-05-17,1060,Północ,2,179.45,358.9
2025-05-07,1044,Północ,3,2076.37,6229.11
2025-04-07,1082,Południe,5,353.32,1767.28
2025-06-28,1099,Południe,3,1067.66,3202.98
2025-05-19,1039,Zachód,5,426.58,2132.9
2025-04-02,1025,Północ,3,2167.2,6501.6
2025-05-17,1030,Południe,1,160.33,160.33
2025-06-04,9999,Południe,5,1518.61,7592.82
2025-06-30,1013,Południe,1,2783.61,2783.61
2025-04-25,1027,Północ,4,403.22,1612.88
2025-06-15,1003,Południe,4,287.68,1150.72
2025-05-10,1096,Zachód,1,1267.01,1267.01
2025-06-27,1047,Wschód,3,1288.61,3865.83
2025-06-19,1046,Wschód,2,5312.27,10629.13
2025-05-08,1014,Południe,5,1336.28,6681.4
2025-05-16,1056,Południe,3,678.95,2036.85
2025-06-26,1035,Południe,3,3420.46,10261.38
2025-05-25,1049,Wschód,2,3797.3,7594.6
2025-05-14,1073,Północ,3,1210.18,3630.14
2025-04-10,1027,Północ,3,380.58,1141.74
2025-04-22,1053,Wschód,4,227.63,910.52
2025-05-16,1085,Wschód,3,429.06,1287.18
2025-05-12,1035,Wschód,2,3320.71,6641.42
2025-05-24,1099,Północ,3,1062.11,3186.33
2025-06-16,1100,Południe,1,4726.9,4726.9
2025-06-12,1005,Zachód,4,986.35,3945.4
2025-04-22,1085,Zachód,4,421.67,1686.68
2025-06-09,1063,Południe,1,221.44,221.44
2025-06-21,1008,Południe,3,114.67,344.01
2025-04-17,1054,Wschód,1,2020.68,2020.68
2025-04-30,1016,Południe,5,951.66,4758.3
2025-06-04,1037,Północ,4,892.26,3569.04
2025-06-11,1065,Południe,5,283.72,1418.6
2025-04-04,1077,Wschód,3,2503.82,7511.46
2025-04-12,1094,Wschód,1,215.45,215.45
2025-06-10,1034,Wschód,4,4946.26,19785.04
2025-06-02,1019,Zachód,3,147.94,443.82
2025-04-14,1050,Północ,4,102.75,411.0
2025-06-28,1039,Południe,5,410.48,2052.4
2025-05-26,1057,Południe,2,4112.72,8225.44
2025-06-27,1023,Północ,5,2813.52,14067.6
2025-05-22,1091,Wschód,1,3296.39,3296.39
2025-06-01,1083,Zachód,4,4756.12,19024.48
2025-04-23,1065,Wschód,5,271.08,1355.4
2025-04-10,1053,Północ,3,224.25,672.75
2025-06-15,1082,Południe,4,371.67,1486.68
2025-04-26,9999,Wschód,2,1442.39,2884.78
2025-06-21,1013,Zachód,5,2735.15,13675.75
2025-05-06,1058,Południe,4,300.89,1203.56
2025-06-19,1036,Północ,4,1738.11,6949.13
2025-06-24,1081,Zachód,5,3341.53,16707.65
2025-05-14,1073,Wschód,4,1259.22,5036.88
2025-05-14,1025,Północ,2,2134.06,4268.12
2025-05-07,1031,Wschód,4,239.4,957.6
2025-05-30,9999,Wschód,2,1465.07,2932.01
2025-05-31,1049,Północ,4,3508.57,14034.28
2025-04-22,1041,Południe,1,3943.81,3943.81
2025-06-19,1042,Wschód,4,3337.03,13348.12
2025-06-06,1058,Południe,1,300.89,300.89
2025-04-08,1013,Zachód,2,2591.53,5183.06
2025-06-18,1012,Południe,1,95.98,95.98
2025-04-18,1051,Północ,5,210.56,1052.8
2025-05-25,1080,Północ,1,3887.61,3887.61
2025-05-04,1032,Wschód,3,135.82,407.46
2025-06-17,1054,Zachód,2,2121.32,4242.64
2025-05-19,1080,Wschód,5,3896.35,19481.75
2025-04-13,1026,Północ,4,165.76,663.04
2025-05-12,1023,Wschód,5,3103.65,15518.25
2025-06-22,1060,Północ,2,193.33,386.66
2025-04-20,1006,Wschód,5,55.9,279.5
2025-04-29,1051,Północ,1,202.49,202.49
2025-04-25,1046,Zachód,3,5060.37,15182.11
2025-04-14,1042,Północ,3,3239.85,9719.55
2025-06-07,1017,Północ,4,121.76,487.04
2025-04-19,1024,Północ,4,1073.77,4295.08
2025-06-23,1008,Południe,5,116.48,582.4
2025-05-21,1078,Południe,1,2819.54,2819.54
2025-06-14,1034,Zachód,5,4858.61,24293.05
2025-04-02,1095,Północ,2,157.63,315.26
2025-05-30,2100,Zachód,2,934.85,1869.7
2025-06-03,1030,Zachód,2,149.12,298.24
2025-06-20,1100,Zachód,1,4776.16,4776.16
2025-04-04,9999,Południe,1,1482.04,1482.04
2025-05-04,1063,Wschód,1,229.07,229.07
2025-04-25,1094,Południe,2,217.18,434.36
2025-06-08,1070,Północ,1,20.57,20.57
2025-06-24,1096,Wschód,2,1252.09,2504.18
2025-04-20,1086,Południe,2,1975.23,3950.46
2025-05-31,1060,Wschód,1,180.11,180.11
2025-06-05,1040,Zachód,3,2281.96,6845.88
2025-04-30,1026,Zachód,5,159.99,799.95
2025-04-17,1075,Wschód,1,96.66,96.66
2025-04-16,1029,Południe,2,4548.62,9097.24
2025-05-12,1071,Wschód,3,986.72,2962.57
2025-04-22,1029,Zachód,5,4655.25,23276.25
2025-06-23,1094,Północ,2,212.61,425.22
2025-05-18,1051,Południe,2,205.08,410.16
2025-04-30,1080,Południe,2,3966.55,7933.1
2025-04-01,1055,Wschód,3,1164.29,3492.87
2025-04-05,1081,Północ,5,3607.5,18037.5
2025-04-20,1100,Wschód,4,4621.57,18486.28
2025-05-13,1081,Południe,1,3434.09,3434.09
2025-04-11,1052,Zachód,1,3457.29,3457.29
2025-06-24,1096,Zachód,5,1292.32,6461.6
2025-04-12,1041,Wschód,5,3789.14,18945.7
2025-06-04,1005,Północ,4,972.19,3888.76
2025-06-08,1100,Północ,3,4746.11,14238.33
2025-06-11,1093,Północ,2,413.61,827.22
2025-05-20,1055,Północ,1,1193.86,1193.86
2025-04-30,1070,Południe,5,20.54,102.7
2025-05-28,1030,Północ,4,162.3,649.2
2025-06-09,1097,Zachód,3,1078.7,3236.1
2025-06-25,1076,Północ,1,611.22,611.22
2025-06-02,1084,Południe,3,4365.79,13097.37
2025-04-14,1055,Wschód,1,1120.76,1120.76
2025-04-12,1056,Północ,2,654.01,1308.02
2025-06-11,1037,Wschód,1,896.58,896.58
2025-06-11,1062,Północ,5,672.92,3364.6
2025-06-03,1042,Północ,4,3165.16,12660.64
2025-06-16,1082,Zachód,2,386.06,772.12
2025-05-10,1010,Wschód,5,2645.58,13227.9
2025-06-29,1035,Wschód,2,3371.55,6743.1
2025-05-20,1017,Północ,1,124.9,124.9
2025-05-10,1009,Zachód,5,320.39,1601.95
2025-04-06,1085,Wschód,5,441.97,2213.74
2025-06-08,1001,Wschód,3,347.76,1043.28
2025-04-17,1091,Północ,3,3327.29,9981.87
2025-05-18,1016,Zachód,4,938.94,3755.76
2025-06-25,1087,Północ,4,645.2,2580.8
2025-05-07,1009,Południe,3,319.37,958.11
2025-04-14,1098,Zachód,5,74.12,370.6
2025-06-22,1009,Północ,3,319.8,959.4
2025-04-07,1096,Południe,2,1235.86,2471.72
2025-05-04,1013,Północ,1,2815.83,2815.83
2025-04-21,1090,Północ,5,4136.28,20681.4
2025-05-26,1036,Wschód,1,1775.4,1775.4
2025-05-21,1060,Południe,1,193.62,193.62
2025-06-16,1089,Zachód,3,305.72,917.16
2025-05-24,1052,Południe,2,3605.16,7210.32
2025-04-25,1071,Północ,2,972.31,1944.62
2025-06-23,1065,Wschód,1,266.12,266.12
2025-05-16,1022,Zachód,2,2072.74,4145.48
2025-06-05,1028,Zachód,1,2524.69,2524.69
2025-04-04,1055,Południe,4,1180.34,4721.36
2025-05-10,1037,Zachód,1,890.44,890.44
2025-04-22,1087,Zachód,4,661.59,2646.36
2025-05-01,1006,Północ,3,56.8,170.4
2025-05-08,1084,Zachód,3,4410.0,13230.0
2025-05-22,1079,Wschód,2,331.05,662.1
2025-05-09,1100,Północ,3,4489.37,13468.11
2025-04-26,1053,Zachód,1,233.2,233.2
2025-05-09,1007,Północ,1,24.83,24.83
2025-05-20,1049,Zachód,1,3577.62,3577.62
2025-05-17,1086,Zachód,4,2107.3,8429.2
2025-05-23,1039,Północ,5,411.97,2059.85
2025-04-20,1007,Południe,3,23.66,75.64
2025-05-02,1004,Wschód,3,291.97,879.49
2025-05-18,1075,Wschód,2,98.3,196.6
2025-04-30,1040,Południe,5,2236.89,11184.45
2025-06-14,1012,Północ,3,100.31,300.93
2025-06-17,9999,Północ,4,1540.62,6162.48
2025-05-26,1089,Zachód,5,289.95,1449.75
2025-06-23,1089,Północ,4,289.29,1157.16
2025-04-18,1004,Zachód,1,305.22,305.22
2025-05-08,1076,Północ,2,571.46,1142.92
2025-06-14,1006,Wschód,1,54.16,54.16
2025-05-18,1025,Północ,3,2199.44,6598.32
2025-06-21,1027,Zachód,4,391.96,1571.24
2025-05-09,1070,Północ,3,20.1,60.3
2025-04-06,1032,Zachód,3,138.09,414.27
2025-06-22,1023,Wschód,4,3026.26,12103.47
2025-04-21,1005,Zachód,3,1013.54,3040.62
2025-06-08,1085,Wschód,5,430.07,2150.35
2025-04-17,1098,Północ,5,75.73,378.65
2025-06-01,1046,Zachód,5,5012.42,25062.1
2025-04-13,1055,Zachód,3,1172.26,3516.78
2025-04-11,1053,Wschód,5,232.1,1160.5
2025-04-02,1042,Zachód,5,3207.73,16038.65
2025-05-25,1016,Zachód,5,970.38,4851.9
2025-06-15,1043,Północ,2,340.95,681.9
2025-05-26,1004,Wschód,5,298.96,1494.8
2025-05-28,1070,Północ,3,18.86,56.58
2025-04-15,1100,Północ,5,4769.09,23845.45
2025-06-07,1018,Wschód,4,2688.06,10755.2
2025-04-19,1094,Zachód,3,206.62,619.86
2025-06-06,1008,Północ,3,119.14,357.42
2025-05-26,1069,Zachód,4,3320.23,13280.92
2025-04-29,1073,Południe,5,1191.79,5958.95
2025-05-23,1042,Zachód,2,3190.22,6380.44
2025-04-21,1013,Południe,4,2779.84,11119.36
2025-05-27,1093,Południe,5,417.43,2087.15
2025-04-10,1037,Wschód,3,866.85,2600.55
2025-04-10,9999,Południe,3,1502.37,4507.11
2025-06-25,1005,Zachód,5,957.35,4786.75
2025-04-03,1080,Zachód,3,3831.61,11494.83
2025-04-21,1079,Zachód,2,350.25,700.5
2025-05-07,1094,Zachód,1,210.98,210.98
2025-06-24,1054,Południe,3,2158.7,6476.1
2025-06-19,1023,Zachód,2,2830.46,5660.92
2025-06-25,1034,Zachód,4,5057.67,20230.68
2025-04-11,1072,Południe,2,3040.19,6080.38
2025-05-25,1089,Południe,3,292.14,876.42
2025-05-08,1080,Południe,2,3969.04,7938.08
2025-04-25,1033,Zachód,4,146.68,586.72
2025-05-20,1072,Północ,3,3140.64,9421.92
2025-06-24,1015,Zachód,1,86.83,86.83
2025-05-01,1009,Północ,5,309.02,1545.1
2025-04-12,1007,Północ,2,25.41,50.82
2025-04-10,1088,Zachód,1,101.8,101.8
2025-06-05,1022,Północ,3,2101.7,6305.1
2025-05-10,1036,Południe,4,1794.78,7179.12
2025-06-27,1054,Południe,4,2150.13,8600.52
2025-06-13,1009,Wschód,5,293.98,1469.9
2025-05-18,1065,Zachód,2,287.64,575.28
2025-05-20,1064,Południe,4,1529.45,6117.8
2025-04-16,9999,Północ,4,1444.37,5777.48
2025-05-10,1088,Północ,1,106.91,106.91
2025-06-02,1033,Północ,5,144.6,723.0
2025-05-15,1076,Zachód,2,590.6,1181.2
2025-06-11,1023,Południe,3,2895.76,8687.28
2025-05-21,1067,Zachód,2,753.09,1507.37
2025-05-24,1001,Zachód,1,337.85,337.85
2025-06-16,1024,Południe,2,1001.58,2003.16
2025-06-24,1009,Wschód,4,294.44,1177.76
2025-04-02,1039,Południe,5,428.77,2143.85
2025-05-22,1066,Południe,2,92.16,184.32
2025-06-24,1035,Wschód,4,3413.54,13654.16
2025-05-22,1074,Zachód,5,44.14,220.7
2025-06-20,1007,Północ,5,24.53,122.65
2025-05-16,1086,Wschód,5,2094.09,10470.45
2025-05-12,1099,Południe,3,1092.23,3276.69
2025-06-14,1037,Północ,5,876.68,4380.78
2025-06-01,1047,Północ,3,1228.67,3686.01
2025-06-19,1039,Północ,3,426.12,1278.36
2025-05-28,1098,Zachód,1,72.75,72.75
2025-05-13,1003,Południe,4,280.78,1123.12
2025-05-21,1079,Północ,3,343.51,1030.53
2025-06-04,1084,Północ,3,4447.88,13343.64
2025-05-22,1089,Wschód,1,297.83,297.83
2025-05-09,1023,Zachód,5,3051.98,15259.9
2025-05-21,1029,Wschód,1,4425.9,4425.9
2025-04-20,1013,Północ,4,2623.65,10494.6
2025-05-01,1035,Zachód,3,3510.52,10531.56
2025-05-23,1026,Zachód,4,170.62,682.48
2025-04-15,1004,Wschód,4,295.74,1182.96
2025-04-10,1069,Zachód,5,3135.49,15677.45
2025-06-29,1037,Północ,1,824.22,824.22
2025-05-20,1083,Wschód,5,5109.47,25547.35
2025-05-30,1012,Wschód,2,98.41,196.82
2025-06-11,1005,Wschód,2,1015.46,2030.92
2025-05-31,1027,Północ,1,386.31,386.31
2025-06-02,1018,Wschód,1,2698.75,2698.75
2025-06-14,1035,Południe,1,3593.36,3593.36
2025-05-06,1056,Północ,5,652.63,3263.15
2025-05-28,1090,Północ,5,3838.46,19192.3
2025-06-27,1030,Wschód,2,156.48,312.96
2025-05-31,1038,Południe,1,5360.13,5360.13
2025-06-26,1058,Północ,1,300.89,300.89
2025-05-05,1039,Wschód,2,423.47,846.94
2025-04-30,1049,Zachód,1,3513.44,3513.84
2025-04-06,1099,Południe,2,1123.89,2247.78
2025-06-14,1064,Północ,5,1505.34,7526.7
2025-04-04,1004,Zachód,4,315.86,1263.44
2025-04-09,1047,Wschód,4,1296.92,5187.68
2025-05-03,1085,Północ,2,454.97,909.94
2025-05-06,1088,Zachód,1,102.77,102.77
2025-06-10,1043,Północ,4,322.98,1291.92
2025-05-08,1034,Północ,1,4706.38,4706.38
2025-04-15,1100,Północ,4,4682.05,18728.2
2025-06-19,1051,Północ,1,211.7,211.7
2025-04-21,1039,Północ,4,394.54,1578.16
2025-04-08,1085,Zachód,4,431.86,1727.44
2025-05-13,1053,Wschód,3,232.68,698.04
2025-05-09,1040,Wschód,3,2275.36,6826.08
